Song,Artist,State,Lat,Long,Song_Release_Year,Song_Release_Month
Dancing Nancies,['Dave Matthews Band'],Virginia,38.0,-78.0,1994,April
Lover Lay Down,['Dave Matthews Band'],Virginia,38.0,78.0,1994,September
Jimi Thing,['Dave Matthews Band'],Virginia,37.0,81.0,1994,October
Warehouse,['Dave Matthews Band'],Virginia,38.0,-78.0,1998,May
Pay for What You Get,['Dave Matthews Band'],Virginia,38.0,-78.0,1996,July
#34,['Dave Matthews Band'],Virginia,38.0,-78.0,1994,July
Granny,['Dave Matthews Band'],Virginia,37.0,79.0,1994,May
Dancing Nancies - Acoustic Version,['Dave Matthews Band'],Virginia,38.0,-78.0,1991,March
The Song That Jane Likes - Acoustic Version,['Dave Matthews Band'],Virginia,37.0,-81.0,2016,June
"Scheherezade, Op. 35: I. The Sea and Sinbad's Ship","['Nikolai Rimsky-Korsakov', 'Pelin Halkacı Alkın', 'Sascha Goetzel', 'Borusan Istanbul Philharmonic Orchestra']",Russia,59.0,105.0,1888,January
Bellbottoms,['The Jon Spencer Blues Explosion'],New York,42.0,-74.0,1995,March
Harlem Shuffle,['Bob & Earl'],California,37.0,-120.0,1963,September
Egyptian Reggae,"['Jonathan Richman', 'The Modern Lovers']",Egypt,30.0,31.0,1977,November
Let's Go Away For Awhile,['The Beach Boys'],California,33.0,-118.0,1966,May
B-A-B-Y,['Carla Thomas'],Tennessee,35.0,-86.0,'1966','October'
Kashmere,['Kashmere Stage Band'],Texas,29.0,95.0,1972,November
Neat Neat Neat,['The Damned'],England,50.0,3.0,1977,January
Debora,['T. Rex'],England,51.509865,-0.118092,1970,September
Debra,['Beck'],California,-36.0,119.0,1999,June
Bongolia,['Incredible Bongo Band'],California,34.0,-118.0,1973,September
Baby Let Me Take You (In My Arms),['The Detroit Emeralds'],Michigan,42.0,-83.0,1971,September
Nowhere to Run - Single Version,['Martha Reeves & The Vandellas'],Michigan,42.0,-83.0,1965,July
Tequila,['Button Down Brass'],United Kingdom,51.0,-0.0,1968,October
When Something Is Wrong With My Baby,['Sam & Dave'],Georgia,33.0,-83.0,1967,January
Every Little Bit Hurts,['Brenda Holloway'],California,34.0,-118.0,1964,April
Radar Love,['Golden Earring'],Netherlands,52.0,-5.0,1973,April
"Never, Never Gonna Give Ya Up",['Barry White'],country: United States,33.0,-118.0,1973,December
Know How,['Young MC'],California,34.0,-118.0,1989,March
Brighton Rock,['Queen'],England,50.0,-1.0,1974,March
Easy - Music From The Motion Picture Baby Driver,['Sky Ferreira'],California,34.0,-118.0,2017,March
Baby Driver,['Simon & Garfunkel'],New York,41.0,74.0,1970.,May
"""Was He Slow?"" - Music From The Motion Picture Baby Driver",['Kid Koala'],Canada,45.4215,75.6972,2017,June
Chase Me (feat. Run The Jewels & Big Boi),"['Danger Mouse', 'Run The Jewels', 'Big Boi']",Georgia,33.748997,-84.387985,2017,July
Back at Work,"['Sutton Foster', 'Anne L. Nathan', 'Thoroughly Modern Millie Ensemble', 'Original Broadway Cast of Thoroughly Modern Millie']",Ohio',0,0,N/A,N/A
Mr. Blue Sky - 2012 Version,['Electric Light Orchestra'],England,51.0,-0.0,2012,March
Welcome to Vulf Records,['Vulfpeck'],Michigan,43.0,-85.0,2012,January
Funky Duck,['Vulfpeck'],Michigan,42.0,83.0,2011,September
Rango II,['Vulfpeck'],Michigan,42.0,-83.0,2017,March
Game Winner,['Vulfpeck'],Michigan,41.8781,-85.9763,2012,March
Walkies,['Vulfpeck'],Michigan,-83.743,42.28,2010,October
Christmas in L.A.,['Vulfpeck'],Michigan,45.0,-84.0,2014,January
Conscious Club (Instrumental),['Vulfpeck'],Michigan,42.0,-85.0,2012,May
Smile Meditation,['Vulfpeck'],Michigan,42.0,84.0,2018,March
Guided Smile Meditation,['Vulfpeck'],Michigan,42.0,-83.0,2011,May
Beastly,['Vulfpeck'],Michigan,42.0,-85.0,2017,April
Rango,['Vulfpeck'],Michigan,45.0,-85.0,2016,September
Cars Too,['Vulfpeck'],Michigan,42.0,84.0,2017,June
Prom,['Vulfpeck'],Michigan,42.0,-83.0,2015,March
Tomboy,['Vulfpeck'],'California',0,0,N/A,N/A
The Birdwatcher,['Vulfpeck'],Michigan,42.0,-84.0,2011,March
The Speedwalker,['Vulfpeck'],Michigan,42.2808,-83.743,2011,March
My First Car,['Vulfpeck'],Michigan,44.0,-85.0,'2012','August'
Kuhmilch 74 BPM,['Vulfpeck'],Michigan,42.0,-85.0,2013,September
It Gets Funkier III,['Vulfpeck'],Michigan,41.0,-85.0,2013,September
Tom Sawyer,['Rush'],Canada,43.7417,-79.3733,1981,February
See You Again (feat. Kali Uchis),"['Tyler, The Creator', 'Kali Uchis']",California,34.0,-118.0,2018,April
All Night,['Big Boi'],Georgia,33.0,84.0,2015,December
Caralee,['Ripe'],Australia,-25.2744,133.7751,2021,March
Pleasin',"['Cory Wong', 'Antwaun Stanley', 'Rebekah Bartels']",Minnesota,45.0,-93.0,2020,September
Fault Line,['Tennyson'],Canada,55.0,106.0,2018,May
People Get Up And Drive Your Funky Soul - Remix,"['James Brown', 'Fred Wesley', ""The J.B.'s""]",Georgia,33.0,-83.0,1970,November
Alibi,['Clans'],UK,54.0,-2.0,2018,September
A Whole New World,"['Lea Salonga', 'Brad Kane', 'Disney']",Philippines,13.0,122.0,1992,May
Something - Remastered 2009,['The Beatles'],England,53.0,-1.0,2009,September
Maxwell's Silver Hammer - Remastered 2009,['The Beatles'],United Kingdom,51.5074,-0.1278,2009,September
Oh! Darling - Remastered 2009,['The Beatles'],England,51.0,0.0,2009,September
Octopus's Garden - Remastered 2009,['The Beatles'],England,51.0,-0.0,1969,'September'
Because - Remastered 2009,['The Beatles'],England,51.0,-1.0,1969,November
Her Majesty - Remastered 2009,['The Beatles'],United Kingdom,51.0,-1.0,2009,October
Hey Jude - Remastered 2015,['The Beatles'],United Kingdom,53.0,1.0,2015,September
Let It Be - Remastered 2009,['The Beatles'],England,53.0,1.0,1970,'March'
Twist And Shout - Remastered 2009,['The Beatles'],England,53.4607,-2.2354,'1963','March'
Come Together - Remastered 2009,['The Beatles'],England,51.0,-0.0,2009,October
Here Comes The Sun - Remastered 2009,['The Beatles'],country,51.5074,-0.1278,2009,September
Four Rotations for Marimba - Rotation IV,"['Eric Sammut', 'Tobias Messerschmidt']",France,48.0,2.0,2003,March
80's Films,['Jon Bellion'],New York,42.0,74.0,2016,June
New York Soul - Pt. ii,['Jon Bellion'],New York,40.0,-74.0,2016,September
Woke The F*ck Up,['Jon Bellion'],New York,42.0,74.0,2015,May
Sedona,['Houndmouth'],Indiana,39.0,86.0,2015,February
Harlem Nocturne,"['Quincy Jones', 'Richard Rodgers', 'Earle Hagen']",Illinois,41.0,87.0,1957,October
The Mad Hatter,"['Kate Shindle', 'Wonderland Ensemble']",Illinois,41.0,89.0,2015,June
Make Me Smile,['Chicago'],Illinois,41.0,87.0,1970,May
Death of a Bachelor,['Panic! At The Disco'],Nevada,39.0,-115.0,2016,January
Hideaway,['Jacob Collier'],London,0,0,N/A,N/A
In the Real Early Morning,['Jacob Collier'],London,51.0,-0.0,2020,August
Grow Till Tall,['Jónsi'],Iceland,65.0,18.0,2010,April
Molly (feat. Brendon Urie of Panic at the Disco),"['Lil Dicky', 'Brendon Urie']",Pennsylvania,40.0,-77.0,2019,November
Fade Away,['Logic'],Maryland,39.0,-77.0,2015,May
Back Pocket,['Vulfpeck'],Michigan,42.0,-83.0,2015,August
It Gets Funkier,['Vulfpeck'],Michigan,43.0,-84.0,2013,September
Professional Rapper (feat. Snoop Dogg),"['Lil Dicky', 'Snoop Dogg']",Pennsylvania,40.8966,-77.838,2015,July
Wide Eyes,['Local Natives'],California,34.0,-118.0,2010,January
Castle on the Hill,['Ed Sheeran'],England,51.0,0.0,2017,January
Human Nature,['Michael Jackson'],California,34.0,-118.0,1983,July
Can't Stop,['Red Hot Chili Peppers'],California,37.0,-119.0,2002,August
Radioactive,['Imagine Dragons'],Nevada,36.0,115.0,2012,December
Demons,['Imagine Dragons'],Nevada,39.0,116.0,2012,February
On the Serious Side,['Tower Of Power'],California,38.0,-121.0,1977,January
Go It Alone,['Beck'],California,36.7783,-119.4179,2005,August
Better Together,['Jack Johnson'],Hawaii,21.0,-157.0,2005,September
Never Know,['Jack Johnson'],Hawaii,21.0,-157.0,2003,March
Staple It Together,['Jack Johnson'],Hawaii,21.0,-157.0,2003,September
Belle,['Jack Johnson'],California,36.0,-119.0,2005,March
Thunder,['Imagine Dragons'],Nevada,38.0,117.0,2017,April
Down By The River,['Mir Fontane'],New Jersey,40.0,-74.0,2019,October
do re mi,['blackbear'],California,36.0,-119.0,2016,October
Have You Ever Seen The Rain?,['Creedence Clearwater Revival'],California,38.0,-120.0,1971,March
Fluorescent Adolescent,['Arctic Monkeys'],England,51.509865,-0.118092,2007,April
Take It Easy - 2013 Remaster,['Eagles'],California,0,0,N/A,N/A
In Cold Blood,['alt-J'],England,53.0,-1.0,2017,March
House of the Rising Sun,['alt-J'],England,52.0,1.0,2013,-July
Adeline,['alt-J'],England,51.0,-0.0,2012,May
1612,['Vulfpeck'],Michigan,42.0,-84.0,2013,September
Dani California,['Red Hot Chili Peppers'],California,36.0,-119.0,2006,May
Finesse,['B.o.B'],Georgia,33.0,84.0,2012,September
Xantastic,"['B.o.B', 'Young Thug']",Georgia,32.0,-83.0,2018,August
Avalanche,['B.o.B'],Georgia,33.0,83.0,2010,January
Big Kids,"['B.o.B', 'CeeLo Green', 'USHER']",Georgia,33.0,-83.0,2017,April
Baba O'Riley,['The Who'],England,53.0,1.0,1971,October
I'm In You,['Peter Frampton'],United Kingdom,51.5074,-0.1278,1977,May
Dark Fantasy,['Kanye West'],Illinois,41.0,-87.0,2010,November
All Of The Lights (Interlude),['Kanye West'],Illinois,40.0,-89.0,2010,November
All Of The Lights,['Kanye West'],Illinois,41.0,-87.0,2010,November
Monster,"['Kanye West', 'JAY-Z', 'Rick Ross', 'Nicki Minaj', 'Bon Iver']",Illinois,41.0,-87.0,2010,September
Devil In A New Dress,"['Kanye West', 'Rick Ross']",Illinois,41.0,-87.0,2010,September
Runaway,"['Kanye West', 'Pusha T']",Illinois,41.0,87.0,2010,August
American Teen,['Khalid'],Texas,29.0,-100.0,2017,March
Young Dumb & Broke,['Khalid'],Texas,29.0,-99.0,2017,July
Going Home,"['Antonín Dvořák', 'Silkroad Ensemble', 'Yo-Yo Ma', 'Abigail Washburn']",Czech Republic,50.0,15.0,1893,May
Heart and Soul (feat. Lisa Fischer & Gregory Porter),"['Hoagy Carmichael', 'Silkroad Ensemble', 'Yo-Yo Ma', 'Lisa Fischer', 'Gregory Porter']",Indiana,39.0,86.0,1938,May
Under Pressure - Remastered 2011,"['Queen', 'David Bowie']",England,51.0,-0.0,2011,October
Cities On Flame with Rock and Roll,['Blue Öyster Cult'],New York,42.0,0,N/A,N/A
Wind,['Brian Crain'],California,37.7749,-122.4194,2009,April
Stolen Dance,['Milky Chance'],Germany,52.0,13.0,2013,May
Play That Funky Music,['Wild Cherry'],Ohio,41.1287,-81.6498,1976,April
Turning Out,['AJR'],New York,40.0,-74.0,2017,March
Deadroses,['blackbear'],California,37.0,-120.0,2015,February
Morning In America,['Jon Bellion'],New York,42.0,-74.0,2016,October
Wowzerz,"['Lil Wayne', 'Trina']",Louisiana,30.0,-91.0,'2013','April'
Middle Fingers,['MISSIO'],Texas,30.0,-99.0,2017,September
Implicit Demand For Proof,['Twenty One Pilots'],Ohio,1846.0,40.0,December,-82
Fall Away,['Twenty One Pilots'],Ohio,41.2033,-77.1945,2009,March
Oh Ms Believer,['Twenty One Pilots'],Ohio,39.0,-82.0,2009,July
Taxi Cab,['Twenty One Pilots'],Ohio,39.0,-82.0,2009,March
Isle Of Flightless Birds,['Twenty One Pilots'],Ohio,40.0,-82.0,2009,March
Beautiful Eulogy,['Beautiful Eulogy'],Oregon,45.0,123.0,2012,January
No Lion (feat. Phox),"['Boom Forest', 'Phox']",Wisconsin,0,0,N/A,N/A
Who Do You Run From,['Frances Luke Accord'],Illinois,41.0,89.0,2016,May
Rivers and Roads,['The Head And The Heart'],Washington,47.0,122.0,2011,May
For the First Time,['The Script'],Ireland,53.0,-8.0,2010,September
Say,['John Mayer'],Connecticut,41.0,-72.0,2001,August
She Is Love,['Parachute'],Virginia,37.0,-79.0,2009,September
Let Her Go,['Passenger'],England,51.5074,-0.1278,2012,July
Hey There Delilah - Bonus Track,"[""Plain White T's""]",Illinois,41.8781,-87.6298,2005,September
I Want You Back,['The Jackson 5'],Indiana,40.2672,-86.1349,1969,October
Shake Your Body (Down to the Ground) - Single Edit,['The Jacksons'],Indiana,40.0,-86.0,1978,December
Don't Stop 'Til You Get Enough,['Michael Jackson'],Indiana,39.0,-86.0,1979,July
Rock with You - Single Version,['Michael Jackson'],Indiana,38.0,-86.0,1979,November
Billie Jean,['Michael Jackson'],California,36.0,-119.0,1983,January
Wanna Be Startin' Somethin' - Single Version,['Michael Jackson'],Indiana,39.7669,-86.4419,1983,May
P.Y.T. (Pretty Young Thing),['Michael Jackson'],Indiana,38.0,-86.0,1983,September
Thriller - Single Version,['Michael Jackson'],Indiana,40.0,86.0,1982,November
Bad,['Michael Jackson'],Indiana,39.0,86.0,1987,September
I Just Can't Stop Loving You (feat. Siedah Garrett),"['Michael Jackson', 'Siedah Garrett']",Indiana,39.7684,-86.1581,1987,July
The Way You Make Me Feel - Single Version,['Michael Jackson'],Indiana,40.0,-86.0,1987,November
Man in the Mirror,['Michael Jackson'],California,34.0522,-118.2437,1988,March
Dirty Diana,['Michael Jackson'],Indiana,41.0,-86.0,1988,April
Smooth Criminal - Radio Edit,['Michael Jackson'],Indiana,41.0,-86.0,1988,October
"The Monster, Wake Me Up (Acoustic Mashup)",['Megan Davies'],Tennessee,36.0,-86.0,2014,July
The Heat Is On In Saigon - Original London Cast Recording/1989,['Jonathan Pryce'],'United Kingdom',0,0,N/A,N/A
The Movie In My Mind - Original London Cast Recording/1989,['Original London Cast Of Miss Saigon'],England,51.5074,-0.1278,1989,September
The Dance - Original London Cast Recording/1989,['Original London Cast Of Miss Saigon'],United Kingdom,51.0,0.0,1989,August
This Money's Yours - Original London Cast Recording/1989,['Original London Cast Of Miss Saigon'],United Kingdom,51.0,0.0,1989,January
Sun And Moon - Original London Cast Recording/1989,"['Lea Salonga', 'Simon Bowman']",country/state: United Kingdom,0,0,N/A,N/A
The Telephone Song - Original London Cast Recording/1989,['Original London Cast Of Miss Saigon'],United Kingdom,51.5074,-0.1278,1989,May
The Deal - Original London Cast Recording/1989,['Original London Cast Of Miss Saigon'],United Kingdom,51.0,-0.0,N/A,1989
The Ceremony (Dju Vui Vai) - Original London Cast Recording/1989,['Original London Cast Of Miss Saigon'],United Kingdom,51.0,0.0,1989,May
What's This I Find - Original London Cast Recording/1989,['Original London Cast Of Miss Saigon'],United Kingdom,51.5074,0.1278,1989,December
This Is The Hour - Original London Cast Recording/1989,['Original London Cast Of Miss Saigon'],country: UK,0,0,N/A,N/A
Let Me See His Western Nose - Original London Cast Recording/1989,['Original London Cast Of Miss Saigon'],London,0,0,N/A,N/A
The Revelation - Original London Cast Recording/1989,['Original London Cast Of Miss Saigon'],United Kingdom,51.0,-0.0,1989,April
What A Waste - Original London Cast Recording/1989,['Original London Cast Of Miss Saigon'],United Kingdom,51.0,0.0,N/A,1989
Please - Original London Cast Recording/1989,['Original London Cast Of Miss Saigon'],United Kingdom/London,51.0,0.0,N/A,1989
Room 317 - Original London Cast Recording/1989,['Original London Cast Of Miss Saigon'],United Kingdom,51.0,0.0,1989,7
Now That I've Seen Her - Original London Cast Recording/1989,['Original London Cast Of Miss Saigon'],United Kingdom,51.0,-0.0,1989,April
The Confrontation - Original London Cast Recording/1989,['Original London Cast Of Miss Saigon'],London,0,0,N/A,N/A
The Sacred Bird - Original London Cast Recording/1989,['Original London Cast Of Miss Saigon'],'England',0,0,N/A,N/A
Finale (Miss Saigon/Original London Cast) - Original London Cast Recording/1989,['Original London Cast Of Miss Saigon'],United Kingdom,51.0,-0.0,1989,June
Imagine - Remastered 2010,['John Lennon'],United Kingdom,53.0,-2.0,2010,October
All These Things That I've Done,['The Killers'],Nevada,38.0,-117.0,2004,September
Bad - Remastered 2009,['U2'],Ireland,53.0,-7.0,1984,'October'
They All Ask'd for You - Single Version; 2017 Remaster,['The Meters'],Louisiana,30.0,-91.0,2001,October
Dean Town,['Vulfpeck'],Michigan,42.0,-85.0,2016,September
Animal Spirits,['Vulfpeck'],Michigan,43.0,85.0,2017,September
My Favorite Things,['John Coltrane'],North Carolina,36.0,-79.0,1960,October
Cops and Robbers,['The Hoosiers'],England,53.0,1.0,2007,September
Afro Blue,['Gary Burton'],Indiana,39.0,-86.0,1968,October
Cassanova,['Rebirth Brass Band'],Louisiana,30.0,-91.0,1984,June
Move Together,['James Bay'],England,51.0,0.0,2015,October
Livin' On A Prayer,['Bon Jovi'],New Jersey,40.0,-74.0,1986,November
Look For The Silver Lining,['Leslie Odom Jr.'],New York,40.0,74.0,2021,April
Lions,['Skip Marley'],Jamaica,18.0,77.0,2017,February
Believer,['Imagine Dragons'],Nevada,39.0,-117.0,2017,February
Why I Love You,['MAJOR.'],California,33.0,-118.0,2016,July
I Won't Give Up,['Jason Mraz'],California,37.0,-120.0,2012,January
State Of The Art (A.E.I.O.U.),['Jim James'],Kentucky,37.0,85.0,2012,December
Take Me to Church,['Hozier'],Ireland,53.0,-8.0,2013,September
Down,['Marian Hill'],Pennsylvania,41.203322,-77.194525,2016,March
Chasing Cars,['Snow Patrol'],Northern Ireland,54.0,6.0,2006,August
Candyman,"['Zedd', 'Aloe Blacc']",Germany,51.0,9.0,2012,July
Stairway to Heaven - Remaster,['Led Zeppelin'],United Kingdom,51.0,-1.0,2014,October
We Are The Champions - Remastered 2011,['Queen'],England,51.509865,-0.118092,2011,October
Bohemian Rhapsody - Remastered 2011,['Queen'],England,51.0,-1.0,2011,October
Creep,['Radiohead'],United Kingdom,51.5074,-0.1278,1992,July
Piano Man,['Billy Joel'],New York,42.0,-74.0,1973,November
Hallelujah,['Rufus Wainwright'],Canada,45.0,-75.0,2001,November
Am I Wrong,['Nico & Vinz'],Norway,10.0,8.0,2013,June
Banana Pancakes,['Jack Johnson'],Hawaii,21.0,-157.0,2005,September
"Upside Down Theme (From ""Curious George"")",['Kids Soundtrack Allstars'],Jamaica,18.0,-77.0,2006,February
Are You Gonna Be My Girl,['Jet'],Australia,-25.2744,133.7751,2003,July
Give Up The Funk (Tear The Roof Off The Sucker),['Parliament'],Ohio,39.0,82.0,1975,December
Polaroid,['Imagine Dragons'],Nevada,36.0,-115.0,'2012','July'
Hopeless Opus,['Imagine Dragons'],Nevada,38.0,-117.0,2015,October
Hurt,['Johnny Cash'],Arkansas,35.0,-92.0,2002,November
Turn Blue,['The Black Keys'],Ohio,41.0,82.0,2014,May
24K Magic,['Bruno Mars'],Hawaii,20.79,-156.33,2016,November
On My Own - Live,['Lea Salonga'],Philippines,13.0,122.0,002,122
Moonage Daydream - 2012 Remaster,['David Bowie'],England,51.0,-0.0,2012,March
Fooled Around And Fell In Love,['Elvin Bishop'],California,37.0,-120.0,1976,April
Hooked On A Feeling,"['Blue Swede', 'Björn Skifs']",Sweden,59.0,14.0,'1974','March'
Fresh Eyes,['Andy Grammer'],California,33.0,-118.0,2016,October
Walk This Way (feat. Aerosmith),"['Run–D.M.C.', 'Aerosmith']",New York,40.0,73.0,1986,July
Song for Lyndsay,"['Andrew Boysen, Jr.', 'The University of Southern Mississippi Symphonic Winds', 'Mohamad Schuman']",I'm sorry,0,0,N/A,N/A
7 Years,['Lukas Graham'],Denmark,56.0,10.0,2015,April
I Want a Hippopotamus for Christmas (Hippo the Hero),['Gayla Peevey'],Oklahoma,35.0,-97.0,1953,October
Traveler,"['David Maslanka', 'The Symphonic wind orchestra Vorarlberg', 'Thomas Ludescher']",New Hampshire,44.0,-71.0,2012,September
"The Bare Necessities - From ""The Jungle Book"" Soundtrack","['Phil Harris', 'Bruce Reitherman']",California,34.0,-118.0,1967,August
Bloodstream,['Stateless'],United Kingdom,51.5074,-0.1278,2007,February
Lost Stars,['Adam Levine'],California,37.0,-120.0,2012,June
Cough Syrup,['Young the Giant'],California,37.0,-120.0,2011,September
Oblivion,['Bastille'],United Kingdom,51.509865,-0.118092,2013,January
Shake Me Down,['Cage The Elephant'],Kentucky,37.0,-85.0,2011,January
Welcome to the Black Parade,['My Chemical Romance'],New Jersey,40.0,-74.0,2006,September
Unsteady,['X Ambassadors'],New York,42.0,75.0,2015,July
I Know Better,['John Legend'],Ohio,41.0,-81.0,2016,March
Penthouse Floor (feat. Chance the Rapper),"['John Legend', 'Chance the Rapper']",Ohio,40.0,-82.0,2016,November
Coconut - Remastered,['Harry Nilsson'],USA,34.0,-118.0,1971,July
Heavydirtysoul,['Twenty One Pilots'],Ohio,39.0,82.0,2017,March
Stressed Out,['Twenty One Pilots'],Ohio,40.0,82.0,2015,May
Good Times Roll,"['GRiZ', 'Big Gigantic']",Michigan,41.0,-85.0,'2015','April'
Three Little Birds,['Bob Marley & The Wailers'],Jamaica,18.0,77.0,1977,April
Red Red Wine,['UB40'],Jamaica,18.0,-77.0,1983,August
Buffalo Soldier,['Bob Marley & The Wailers'],Jamaica,-18.0,77.0,1983,September
Don't Worry Be Happy,['Bobby McFerrin'],California,38.5816,-121.4944,1988,September
Quarter Chicken Dark,"['Yo-Yo Ma', 'Stuart Duncan', 'Edgar Meyer', 'Chris Thile']",France,46.603354,1.888334,1999,January
Goat Rodeo,"['Yo-Yo Ma', 'Stuart Duncan', 'Edgar Meyer', 'Chris Thile']",France,48.0,2.0,2011,October
Come and Get Your Love - Re-Record,['Redbone'],Oklahoma,35.0,97.0,1974,March
Hunger of the Pine,['alt-J'],England,51.0,0.0,2014,May
Let It Go,['James Bay'],England,51.5074,-0.1278,2015,March
Tiny Dancer,['Elton John'],England,51.0,0.0,1971,October
Miss Jackson (feat. LOLO),"['Panic! At The Disco', 'LOLO']",Nevada,32.8254,-117.2721,2013,July
This Is Gospel,['Panic! At The Disco'],Nevada,36.0,-115.0,2013,July
I Write Sins Not Tragedies,['Panic! At The Disco'],Nevada,39.0,-119.0,2006,March
Ants Marching,['Dave Matthews Band'],Virginia,37.0,-79.0,1995,September
Bombs Away (feat. Morgan Freeman),"['B.o.B', 'Morgan Freeman']",Georgia,34.0,83.0,2012,June
Pursuit Of Happiness (Nightmare),"['Kid Cudi', 'MGMT', 'Ratatat']",Ohio,41.0,-82.0,2010,January
Emperor's New Clothes,['Panic! At The Disco'],Nevada,36.1699,-115.1398,2015,October
LA Devotee,['Panic! At The Disco'],Nevada,36.0,-115.0,2016,January
Gold,['Kiiara'],Illinois,42.0,88.0,2015,June
In The Air Tonight - 2015 Remastered,['Phil Collins'],United Kingdom,51.0,-0.0,2015,January
All We Got (feat. Kanye West & Chicago Children's Choir),"['Chance the Rapper', 'Kanye West', ""Chicago Children's Choir""]",Illinois,41.0,-87.0,2016,May
No Problem (feat. Lil Wayne & 2 Chainz),"['Chance the Rapper', 'Lil Wayne', '2 Chainz']",Illinois,41.0,87.0,2016,July
D.R.A.M. Sings Special,['Chance the Rapper'],Virginia,37.0,-79.0,2016,March
Blessings (feat. Jamila Woods),"['Chance the Rapper', 'Jamila Woods']",Illinois,41.0,-87.0,2016,April
Same Drugs,['Chance the Rapper'],Illinois,41.0,-87.0,2016,July
Angels (feat. Saba),"['Chance the Rapper', 'Saba']",Illinois,42.0,-88.0,2016,May
Smoke Break (feat. Future),"['Chance the Rapper', 'Future']",Illinois,41.0,-88.0,2016,August
I Found,['Amber Run'],United Kingdom,53.0,1.0,2014,January
On Top (feat. T.Shirt),['Flume'],Australia,-27.0,133.0,2012,November
Tessellate,['alt-J'],England,51.0,-0.0,2012,April
Matilda,['alt-J'],England,53.0,1.0,2012,May
Ms,['alt-J'],England,51.0,-0.0,2012,May
Chill Bill (feat. J. Davi$ & Spooks),"['Rob $tone', 'J. Davi$', 'J Spooks']",California,37.0,-120.0,2016,June
Breezeblocks,['alt-J'],United Kingdom,52.0,1.0,2012,May
It Wasn't Me,"['Shaggy', 'Rik Rok']",Jamaica,19.0,-77.0,2000,November
Crazy Rap (Colt 45 & 2 Zig Zags) - Album Version (Edited),['Afroman'],California,33.6846,-118.2446,2001,February
To Build A Home (feat. Patrick Watson),['The Cinematic Orchestra'],United Kingdom,51.5074,-0.1278,2007,November
Cancer,['Twenty One Pilots'],Ohio,39.0,82.0,2016,September
Corona And Lime,"['Shwayze', 'Cisco Adler']",California,0,0,N/A,N/A
L.A. Story (feat. Mike Posner),"['Sammy Adams', 'Mike Posner']",Massachusetts,42.4072,-71.3824,2012,March
Be Easy (feat. Kinetics),"['Radical Something', 'The Kinetics']",California,38.0,-120.0,2012,August
Floats My Boat,['Aer'],Massachusetts,42.0,-71.0,2012,June
Another Day in Paradise,['Quinn XCII'],Michigan,42.0,-84.0,2016,August
Odyssey Pt. 1,['Big Gigantic'],Colorado,39.0,-105.0,2018,September
You & Me,"['Marc E. Bassy', 'G-Eazy']",California,37.2502,-119.7513,2015,May
Sour Patch Kids,['Bryce Vine'],California,34.0,-118.0,2018,June
Idfc,['blackbear'],California,36.0,119.0,2015,May
Sunday Candy,['Nico Segal'],Illinois,41.0,89.0,2014,December
This Girl (Kungs Vs. Cookin' On 3 Burners),"['Kungs', ""Cookin' On 3 Burners""]",France,46.0,2.0,2016,November
Purple Haze,['Jimi Hendrix'],Washington,47.0,-122.0,1967,May
Voodoo Child (Slight Return),['Jimi Hendrix'],USA,-40.71,-74.01,1970,May
"Star Spangled Banner - Live at The Woodstock Music & Art Fair, August 18, 1969",['Jimi Hendrix'],Washington,47.7511,-120.7401,1969,August
Manic Depression,['Jimi Hendrix'],Washington,47.0,-120.0,1967,December
Jungle,"['X Ambassadors', 'Jamie N Commons']",New York,40.0,-74.0,2015,February
Made In America,"['JAY-Z', 'Kanye West', 'Frank Ocean']",New York,40.0,-74.0,'2011','June'
Gold Digger,"['Kanye West', 'Jamie Foxx']",Illinois,41.0,-87.0,'2005','July'
No Church In The Wild,"['JAY-Z', 'Kanye West', 'Frank Ocean', 'The-Dream']",New York,40.0,-73.0,2012,June
Purple Lamborghini (with Rick Ross),"['Skrillex', 'Rick Ross']",Los Angeles,34.0,118.0,2016,July
Don't Let Me Down,"['The Chainsmokers', 'Daya']",USA,38.0,-97.0,2016,April
One Dance,"['Drake', 'Wizkid', 'Kyla']",Canada,45.0,-75.0,2016,April
Munny Right,['Jon Bellion'],New York,42.0,-74.0,2014,June
La Vie En Rose - Single Version,['Louis Armstrong'],Louis Armstrong is from Louisiana,0,0,N/A,N/A
Ultralight Beam,['Kanye West'],Illinois,41.0,87.0,2016,February
Pt. 2,['Kanye West'],Illinois,41.0,-87.0,2005,'September'
"So What (feat. John Coltrane, Cannonball Adderley & Bill Evans)","['Miles Davis', 'John Coltrane', 'Cannonball Adderley', 'Bill Evans']",New York,40.0,-74.0,1959,March
The Incredible True Story,['Logic'],Maryland,39.0,-77.0,2015,November
1984 - Part 4,"['David Niven', 'George Orwell']",United Kingdom,51.5074,-0.1278,1963,June
1984 - Part 3,"['David Niven', 'George Orwell']",United Kingdom,51.5074,-0.1278,1981,December
1984 - Part 2,"['David Niven', 'George Orwell']",United Kingdom,55.0,-4.0,"""1984""","""Unknown"""
1984 - Part 1,"['David Niven', 'George Orwell']",United Kingdom,51.5074,-0.1278,1984,January
